Movie_Title,MPAA,Distributor,Genre,Rotten_Tomatoes_Rating
25th Hour,R,Walt Disney Pictures,Drama,78.0
28 Days,PG-13,Sony Pictures,Comedy,30.0
28 Days Later...,R,Fox Searchlight,Horror,89.0
28 Weeks Later,R,20th Century Fox,Horror,0.0
Two Brothers,PG,Universal,Drama,77.0
Cop Out,R,Warner Bros.,Comedy,19.0
Two Lovers,R,Magnolia Pictures,Drama,0.0
2 For the Money,R,Universal,Drama,0.0
Secondhand Lions,PG,New Line,Drama,60.0
Two Can Play That Game,R,Sony Pictures,Romantic Comedy,43.0
Two Weeks Notice,PG-13,Warner Bros.,Romantic Comedy,42.0
300,R,Warner Bros.,Action,60.0
30 Days of Night,R,Sony Pictures,Horror,49.0
Three Kings,R,Warner Bros.,Action,94.0
3000 Miles to Graceland,R,Warner Bros.,Drama,14.0
3 Strikes,R,MGM,Comedy,0.0
3:10 to Yuma,R,Lionsgate,Western,89.0
40 Days and 40 Nights,R,Miramax,Romantic Comedy,38.0
The 40 Year-old Virgin,R,Universal,Comedy,0.0
Four Brothers,R,Paramount Pictures,Drama,52.0
Four Christmases,PG-13,Warner Bros.,Comedy,25.0
The Four Feathers,PG-13,Paramount Pictures,Drama,41.0
The Fourth Kind,PG-13,Universal,Thriller/Suspense,17.0
"4 luni, 3 saptamani si 2 zile",Not Rated,IFC Films,Drama,0.0
50 First Dates,PG-13,Sony Pictures,Romantic Comedy,44.0
Six-String Samurai,PG-13,Palm Pictures,0,60.0
The 6th Day,PG-13,Sony Pictures,Action,40.0
Seven Pounds,PG-13,Sony Pictures,Drama,27.0
88 Minutes,R,Sony Pictures,Thriller/Suspense,5.0
Eight Below,PG,Walt Disney Pictures,Adventure,71.0
Eight Legged Freaks,PG-13,Warner Bros.,Comedy,47.0
8 Mile,R,Universal,Drama,74.0
8 femmes,R,Focus Features,Musical,0.0
9,PG-13,Focus Features,Adventure,0.0
Nine Queens,R,Sony Pictures Classics,Drama,0.0
The Whole Ten Yards,PG-13,Warner Bros.,Comedy,4.0
The Whole Nine Yards,R,Warner Bros.,Comedy,45.0
About a Boy,PG-13,Universal,Romantic Comedy,93.0
A Bug's Life,G,Walt Disney Pictures,Adventure,91.0
Abandon,PG-13,Paramount Pictures,Thriller/Suspense,17.0
Absolute Power,R,Sony Pictures,Thriller/Suspense,46.0
Tristram Shandy: A Cock and Bull Story,R,Picturehouse,Comedy,0.0
Adoration,0,Sony Pictures Classics,0,0.0
Adaptation,R,Sony Pictures,Comedy,91.0
Anything Else,R,Dreamworks SKG,Romantic Comedy,40.0
Antwone Fisher,PG-13,Fox Searchlight,Drama,79.0
Aeon Flux,PG-13,Paramount Pictures,Action,10.0
After the Sunset,PG-13,New Line,Action,18.0
A Good Year,PG-13,20th Century Fox,Drama,24.0
Agora,R,Newmarket Films,Drama,0.0
Air Bud,PG,Walt Disney Pictures,Comedy,45.0
Air Force One,R,Sony Pictures,Action,78.0
Akeelah and the Bee,PG,Lionsgate,Drama,83.0
All the King's Men,PG-13,Sony Pictures,Drama,11.0
The Alamo,PG-13,Walt Disney Pictures,Western,30.0
All About the Benjamins,R,New Line,Comedy,29.0
Albino Alligator,R,Miramax,Drama,0.0
Sweet Home Alabama,PG-13,Walt Disney Pictures,Comedy,37.0
Fat Albert,PG,20th Century Fox,Comedy,21.0
Alice in Wonderland,PG,Walt Disney Pictures,Adventure,51.0
Alfie,R,Paramount Pictures,Comedy,49.0
It's All Gone Pete Tong,R,Matson,Drama,0.0
Ali,R,Sony Pictures,Drama,67.0
Alien: Resurrection,R,20th Century Fox,Action,0.0
Alien,R,20th Century Fox,Horror,97.0
A Lot Like Love,PG-13,Walt Disney Pictures,Comedy,41.0
All the Pretty Horses,PG-13,Miramax,Western,32.0
Almost Famous,R,Dreamworks SKG,Comedy,88.0
Evan Almighty,PG,Universal,Comedy,23.0
Bruce Almighty,PG-13,Universal,Comedy,48.0
All or Nothing,R,MGM,Drama,0.0
Alone in the Dark,R,Lionsgate,Horror,1.0
Alpha and Omega 3D,PG,Lionsgate,Adventure,0.0
Along Came a Spider,R,Paramount Pictures,Thriller/Suspense,32.0
The Dangerous Lives of Altar Boys,R,ThinkFilm,Drama,77.0
Alatriste,0,0,Adventure,0.0
Alvin and the Chipmunks,PG,20th Century Fox,Comedy,27.0
Alex & Emma,PG-13,Warner Bros.,Drama,11.0
Alexander,R,Warner Bros.,Adventure,16.0
El Crimen de Padre,R,Goldwyn Entertainment,Drama,0.0
American Beauty,R,Dreamworks SKG,Drama,89.0
An American Carol,PG-13,Vivendi Entertainment,Comedy,12.0
American Dreamz,PG-13,Universal,Black Comedy,40.0
Amelia,PG,Fox Searchlight,Drama,21.0
Le Fabuleux destin d'AmÈlie Poulain,R,Miramax,Comedy,0.0
American History X,R,New Line,Drama,83.0
American Gangster,R,Universal,Drama,79.0
An American Haunting,PG-13,Freestyle Releasing,Horror,12.0
Amistad,R,Dreamworks SKG,Drama,77.0
AimÈe & Jaguar,Not Rated,Zeitgeist,Drama,0.0
Amores Perros,R,Lionsgate,Drama,0.0
American Pie 2,R,Universal,Comedy,52.0
American Wedding,R,Universal,Comedy,56.0
American Pie,R,Universal,Comedy,59.0
American Psycho,R,Lionsgate,Black Comedy,66.0
American Splendor,R,Fine Line,Drama,94.0
America's Sweethearts,PG-13,Sony Pictures,Romantic Comedy,32.0
The Amityville Horror,R,MGM,Horror,24.0
Anacondas: The Hunt for the Blood Orchid,PG-13,Sony Pictures,Horror,0.0
Anaconda,PG-13,Sony Pictures,Horror,38.0
Anastasia,G,20th Century Fox,Musical,85.0
Anchorman: The Legend of Ron Burgundy,PG-13,Dreamworks SKG,Comedy,0.0
Angels & Demons,PG-13,Sony Pictures,Thriller/Suspense,35.0
Angela's Ashes,R,Paramount Pictures,Drama,52.0
Angel Eyes,R,Warner Bros.,Drama,32.0
Anger Management,PG-13,Sony Pictures,Comedy,43.0
A Night at the Roxbury,PG-13,Paramount Pictures,Comedy,11.0
The Animal,PG-13,Sony Pictures,Comedy,30.0
Anna and the King,PG-13,20th Century Fox,Drama,51.0
Analyze That,R,Warner Bros.,Comedy,27.0
Analyze This,R,Warner Bros.,Comedy,68.0
The Ant Bully,PG,Warner Bros.,Adventure,63.0
Antitrust,PG-13,MGM,Thriller/Suspense,25.0
Marie Antoinette,PG-13,Sony Pictures,Drama,55.0
Antz,PG,Dreamworks SKG,Adventure,95.0
Anywhere But Here,PG-13,20th Century Fox,Drama,64.0
Appaloosa,R,Warner Bros.,Western,76.0
Apocalypto,R,Walt Disney Pictures,Adventure,64.0
Pieces of April,PG-13,MGM,Comedy,85.0
The Apostle,PG-13,October Films,Drama,91.0
Aquamarine,PG,20th Century Fox,Comedy,52.0
Ararat,R,Miramax,Drama,56.0
Are We There Yet?,PG,Sony Pictures,Romantic Comedy,12.0
Arlington Road,R,Sony Pictures,Thriller/Suspense,60.0
Armageddon,PG-13,Walt Disney Pictures,Adventure,42.0
Hey Arnold! The Movie,PG,Paramount Pictures,Adventure,30.0
Against the Ropes,PG-13,Paramount Pictures,Drama,12.0
King Arthur,PG-13,Walt Disney Pictures,Adventure,31.0
Arthur et les Minimoys,PG,Weinstein Co.,Adventure,0.0
Artificial Intelligence: AI,PG-13,Warner Bros.,Drama,0.0
The Art of War,R,Warner Bros.,Thriller/Suspense,16.0
Astro Boy,PG,Summit Entertainment,Adventure,0.0
A Serious Man,R,Focus Features,Comedy,88.0
The Astronaut Farmer,PG,Warner Bros.,Drama,0.0
As Good as it Gets,PG-13,Sony Pictures,Romantic Comedy,85.0
A Single Man,R,Weinstein Co.,Drama,85.0
A Simple Plan,R,Paramount Pictures,Drama,90.0
Assault On Precinct 13,R,Focus/Rogue Pictures,Action,60.0
The Astronaut's Wife,R,New Line,Thriller/Suspense,16.0
The A-Team,PG-13,20th Century Fox,Action,47.0
At First Sight,PG-13,MGM,Drama,33.0
Aqua Teen Hunger Force: The Movie,R,First Look,Comedy,0.0
ATL,PG-13,Warner Bros.,Comedy,63.0
Atlantis: The Lost Empire,PG,Walt Disney Pictures,Adventure,0.0
Hearts in Atlantis,PG-13,Warner Bros.,Drama,49.0
Autumn in New York,PG-13,MGM,Drama,21.0
Atonement,R,Focus Features,Drama,83.0
The Rules of Attraction,R,Lionsgate,Black Comedy,44.0
August Rush,PG,Warner Bros.,Drama,37.0
Across the Universe,PG-13,Sony Pictures,Musical,53.0
Austin Powers: The Spy Who Shagged Me,PG-13,New Line,Comedy,0.0
Austin Powers in Goldmember,PG-13,New Line,Comedy,54.0
Austin Powers: International Man of Mystery,PG-13,New Line,Comedy,0.0
Australia,PG-13,20th Century Fox,Drama,54.0
Auto Focus,R,Sony Pictures Classics,Drama,72.0
Avatar,PG-13,20th Century Fox,Action,83.0
The Avengers,PG-13,Warner Bros.,Action,15.0
The Aviator,PG-13,Miramax,Drama,88.0
AVP: Alien Vs. Predator,PG-13,20th Century Fox,Horror,0.0
Around the World in 80 Days,PG,Walt Disney Pictures,Adventure,30.0
Awake,R,Weinstein Co.,Thriller/Suspense,24.0
And When Did You Last See Your Father?,PG-13,Sony Pictures Classics,Drama,0.0
Away We Go,R,Focus Features,Comedy,66.0
Don't Say a Word,R,20th Century Fox,Thriller/Suspense,23.0
Babe: Pig in the City,G,Universal,Adventure,61.0
Babel,R,Paramount Vantage,Drama,69.0
Babylon A.D.,PG-13,20th Century Fox,Action,7.0
My Baby's Daddy,PG-13,Miramax,Comedy,0.0
Super Babies: Baby Geniuses 2,PG,Sony Pictures,Comedy,0.0
Baby Geniuses,PG,Sony Pictures,Comedy,2.0
Bad Boys II,R,Sony Pictures,Action,24.0
Bad Company,PG-13,Walt Disney Pictures,Action,10.0
La mala educaciÛn,NC-17,Sony Pictures Classics,Drama,0.0
Bad Lieutenant: Port of Call New Orleans,R,First Look,Drama,87.0
The Bad News Bears,PG-13,Paramount Pictures,Comedy,0.0
Burn After Reading,R,Focus Features,Black Comedy,78.0
Bait,R,Warner Bros.,Action,26.0
Boys and Girls,PG-13,Miramax,Romantic Comedy,11.0
Black and White,R,Sony Pictures,Drama,0.0
Bangkok Dangerous,R,Lionsgate,Action,9.0
The Banger Sisters,R,20th Century Fox,Comedy,47.0
Les invasions barbares,R,Miramax,Drama,0.0
Barney's Great Adventure,G,Polygram,Adventure,0.0
Basic Instinct 2,R,Sony Pictures,Thriller/Suspense,7.0
Basic,R,Sony Pictures,Thriller/Suspense,21.0
Batman Begins,PG-13,Warner Bros.,Action,84.0
Battlefield Earth: A Saga of the Year 3000,PG-13,Warner Bros.,Action,0.0
The Dark Knight,PG-13,Warner Bros.,Action,93.0
Bats,R,Sony/Columbia,Horror,17.0
The Battle of Shaker Heights,PG-13,Miramax,Comedy,43.0
Baby Boy,R,Sony Pictures,Drama,69.0
The Curious Case of Benjamin Button,PG-13,Paramount Pictures,Drama,72.0
Baby Mama,PG-13,Universal,Comedy,63.0
Bless the Child,R,Paramount Pictures,Thriller/Suspense,3.0
The Bachelor,PG-13,New Line,Romantic Comedy,9.0
The Broken Hearts Club: A Romantic Comedy,R,Sony Pictures Classics,Comedy,0.0
Be Cool,PG-13,MGM,Comedy,30.0
Big Daddy,PG-13,Sony Pictures,Comedy,40.0
Bedazzled,PG-13,20th Century Fox,Comedy,49.0
Body of Lies,R,Warner Bros.,Thriller/Suspense,52.0
Blood Diamond,R,Warner Bros.,Action,62.0
Mr. Bean's Holiday,G,Universal,Comedy,50.0
Beautiful,PG-13,Destination Films,Drama,15.0
Beavis and Butt-head Do America,PG-13,Paramount Pictures,Comedy,71.0
Bend it Like Beckham,PG-13,Fox Searchlight,Drama,0.0
In the Bedroom,R,Miramax,Drama,93.0
Bee Movie,PG,Paramount Pictures,Comedy,51.0
Artie Lange's Beer League,R,Freestyle Releasing,Comedy,0.0
Being John Malkovich,R,USA Films,Black Comedy,92.0
Behind Enemy Lines,PG-13,20th Century Fox,Action,36.0
Bella,PG-13,Roadside Attractions,Drama,0.0
Beloved,R,Walt Disney Pictures,Drama,77.0
Les Triplettes de Belleville,PG-13,Sony Pictures,Musical,0.0
Beyond the Mat,R,Universal,Documentary,82.0
The Benchwarmers,PG-13,Sony Pictures,Comedy,12.0
The Last Airbender,0,Paramount Pictures,Adventure,7.0
Beowulf,PG-13,Paramount Pictures,Adventure,70.0
The Importance of Being Earnest,PG,Miramax,Comedy,58.0
Beauty Shop,PG-13,MGM,Comedy,38.0
Better Luck Tomorrow,R,Paramount Pictures,Drama,0.0
Big Fat Liar,PG,Universal,Comedy,43.0
Big Fish,PG-13,Sony Pictures,Drama,77.0
Before Sunset,R,Warner Independent,Drama,95.0
The Big Hit,R,Sony Pictures,Action,41.0
Birthday Girl,R,Miramax,Romantic Comedy,0.0
The Big Lebowski,R,Gramercy,Comedy,78.0
Big Momma's House,PG-13,20th Century Fox,Comedy,30.0
Black Hawk Down,R,Sony Pictures,Action,76.0
Eye of the Beholder,R,Destination Films,Thriller/Suspense,0.0
The Big Bounce,PG-13,Warner Bros.,Comedy,0.0
Big Trouble,PG-13,Walt Disney Pictures,Comedy,48.0
Billy Elliot,PG-13,Focus Features,Drama,85.0
Bicentennial Man,PG,Walt Disney Pictures,Drama,38.0
Birth,R,New Line,Drama,39.0
Becoming Jane,PG,Miramax,Romantic Comedy,58.0
Bridget Jones: The Edge Of Reason,R,Universal,Romantic Comedy,0.0
Bridget Jones's Diary,R,Miramax,Romantic Comedy,80.0
The Bank Job,R,Lionsgate,Thriller/Suspense,79.0
Blade,R,New Line,Action,55.0
The Blair Witch Project,R,Artisan,Horror,85.0
Blast from the Past,PG-13,New Line,Comedy,60.0
Blade 2,R,New Line,Action,0.0
Blade: Trinity,R,New Line,Action,0.0
Blades of Glory,PG-13,Paramount Pictures,Comedy,69.0
The Blind Side,PG-13,Warner Bros.,Drama,66.0
Blood Work,R,Warner Bros.,Thriller/Suspense,54.0
Zwartboek,R,Sony Pictures Classics,Thriller/Suspense,0.0
Black Christmas,R,MGM,Horror,15.0
Black Snake Moan,R,Paramount Vantage,Drama,66.0
Black Water Transit,0,0,Drama,0.0
Blindness,R,Miramax,Thriller/Suspense,42.0
"Legally Blonde 2: Red, White & Blonde",PG,MGM,Comedy,0.0
Legally Blonde,PG-13,MGM,Comedy,67.0
Blood and Wine,R,Fox Searchlight,Thriller/Suspense,61.0
Blow,R,New Line,Drama,54.0
Ballistic: Ecks vs. Sever,R,Warner Bros.,Action,0.0
Blue Crush,PG-13,Universal,Drama,62.0
Bamboozled,R,New Line,Drama,47.0
A Beautiful Mind,PG-13,Universal,Drama,78.0
Big Momma's House 2,PG-13,20th Century Fox,Comedy,6.0
"Story of Bonnie and Clyde, The",0,0,0,0.0
The Boondock Saints,R,Indican Pictures,Action,19.0
Bandidas,PG-13,20th Century Fox,Western,62.0
Bandits,PG-13,MGM,Comedy,63.0
Bobby,R,MGM,Drama,46.0
The Book of Eli,R,Warner Bros.,Action,47.0
Boogeyman,PG-13,Sony/Screen Gems,Horror,13.0
Bolt,PG,Walt Disney Pictures,Comedy,88.0
The Other Boleyn Girl,PG-13,Sony Pictures,Drama,41.0
The Bone Collector,R,Universal,Thriller/Suspense,27.0
Bones,R,New Line,Horror,22.0
Bon Voyage,PG-13,Sony Pictures,Comedy,76.0
Boogie Nights,R,New Line,Drama,92.0
Borat,R,20th Century Fox,Comedy,0.0
The Bourne Identity,PG-13,Universal,Action,82.0
The Bourne Supremacy,PG-13,Universal,Action,81.0
The Bourne Ultimatum,PG-13,Universal,Action,93.0
The Borrowers,PG,Polygram,Comedy,0.0
My Boss's Daughter,PG-13,Miramax/Dimension,Romantic Comedy,9.0
Bounce,PG-13,Miramax,Drama,51.0
Bowling for Columbine,R,MGM,Documentary,96.0
Boys Don't Cry,R,Fox Searchlight,Drama,88.0
The Boy in the Striped Pyjamas,PG-13,Miramax,Drama,0.0
Bulletproof Monk,PG-13,MGM,Action,22.0
Heartbreakers,PG-13,MGM,Comedy,52.0
Bride & Prejudice,PG-13,Miramax,Musical,0.0
Beyond Borders,R,Paramount Pictures,Drama,14.0
Bride Wars,PG,20th Century Fox,Comedy,12.0
Breakfast of Champions,R,Walt Disney Pictures,Comedy,25.0
Brigham City,PG-13,Excel Entertainment,Thriller/Suspense,71.0
Brick,R,Focus/Rogue Pictures,Drama,0.0
Bringing Out The Dead,R,Paramount Pictures,Black Comedy,71.0
Breakdown,R,Paramount Pictures,Thriller/Suspense,79.0
Brooklyn's Finest,R,Overture Films,Thriller/Suspense,0.0
Brokeback Mountain,R,Focus Features,Drama,87.0
Breakin' All the Rules,PG-13,20th Century Fox,Romantic Comedy,33.0
The Break Up,PG-13,Universal,Romantic Comedy,0.0
An Alan Smithee Film: Burn Hollywood Burn,R,Walt Disney Pictures,Comedy,0.0
Barney's Version,0,0,0,0.0
Brooklyn Rules,R,Lionsgate,Drama,0.0
Boiler Room,R,New Line,Drama,67.0
The Brothers Solomon,R,Sony/Screen Gems,Comedy,15.0
The Brothers,R,Sony Pictures,Comedy,63.0
Brown Sugar,PG-13,20th Century Fox,Romantic Comedy,64.0
Bright Star,PG,Apparition,Drama,0.0
Brother,R,Sony Pictures Classics,Thriller/Suspense,0.0
In Bruges,R,Focus Features,Comedy,80.0
The Brown Bunny,Not Rated,WellSpring,Drama,0.0
Barbershop 2: Back in Business,PG-13,MGM,Comedy,0.0
Barbershop,PG-13,MGM,Comedy,82.0
Best in Show,PG-13,Warner Bros.,Comedy,94.0
Bad Santa,R,Miramax/Dimension,Comedy,77.0
Inglourious Basterds,R,Weinstein Co.,Action,88.0
Blue Streak,PG-13,Sony Pictures,Action,35.0
The Butterfly Effect,R,New Line,Thriller/Suspense,33.0
"O Brother, Where Art Thou",PG-13,Walt Disney Pictures,Comedy,0.0
Batman & Robin,PG-13,Warner Bros.,Action,11.0
Boat Trip,R,Artisan,Comedy,7.0
Bubba Ho-Tep,R,Vitagraph Films,Comedy,0.0
Bubble,R,Magnolia Pictures,Drama,0.0
Bubble Boy,PG-13,Walt Disney Pictures,Comedy,30.0
Buffalo '66,R,Lionsgate,Comedy,78.0
Buffalo Soldiers,R,Miramax,Comedy,0.0
Bulworth,R,20th Century Fox,Comedy,75.0
W.,PG-13,Lionsgate,Drama,60.0
Bowfinger,PG-13,Universal,Comedy,79.0
Bewitched,PG-13,Sony Pictures,Comedy,24.0
Barnyard: The Original Party Animals,PG,Paramount Pictures,Comedy,23.0
Beyond the Sea,PG-13,Lionsgate,Drama,42.0
Cabin Fever,R,Lionsgate,Horror,0.0
CachÈ,R,Sony Pictures Classics,Drama,0.0
Cadillac Records,R,Sony Pictures,Drama,67.0
Can't Hardly Wait,PG-13,Sony Pictures,Comedy,44.0
Capote,R,Sony Pictures Classics,Drama,90.0
Sukkar banat,PG,Roadside Attractions,Romantic Comedy,0.0
Disney's A Christmas Carol,PG,Walt Disney Pictures,Drama,53.0
The Rage: Carrie 2,R,MGM,Horror,16.0
Cars,G,Walt Disney Pictures,Comedy,74.0
Cast Away,PG-13,20th Century Fox,Drama,89.0
Catch Me if You Can,PG-13,Dreamworks SKG,Drama,96.0
The Cat in the Hat,PG,Universal,Comedy,0.0
Cats Don't Dance,G,Warner Bros.,Musical,67.0
Catwoman,PG-13,Warner Bros.,Action,10.0
Cecil B. Demented,R,Artisan,Black Comedy,51.0
The Country Bears,G,Walt Disney Pictures,Adventure,27.0
Center Stage,PG-13,Sony Pictures,Drama,42.0
The Corpse Bride,PG,Warner Bros.,Adventure,0.0
Critical Care,R,0,0,53.0
Connie & Carla,PG-13,Universal,Comedy,44.0
Collateral Damage,R,Warner Bros.,Action,0.0
Crocodile Dundee in Los Angeles,PG,Paramount Pictures,Adventure,12.0
Celebrity,R,Miramax,Comedy,41.0
The Cell,R,New Line,Thriller/Suspense,46.0
Cellular,PG-13,New Line,Thriller/Suspense,54.0
City of Ember,PG,20th Century Fox,Adventure,53.0
Charlie and the Chocolate Factory,PG,Warner Bros.,Comedy,82.0
Catch a Fire,PG-13,Focus Features,Thriller/Suspense,76.0
Charlie's Angels: Full Throttle,PG-13,Sony Pictures,Action,0.0
Charlie's Angels,PG-13,Sony Pictures,Adventure,67.0
Chasing Amy,R,Miramax,Romantic Comedy,91.0
Chicago,PG-13,Miramax,Musical,88.0
Chicken Little,G,Walt Disney Pictures,Adventure,36.0
Chicken Run,G,Dreamworks SKG,Adventure,96.0
Cheaper by the Dozen,PG,20th Century Fox,Comedy,24.0
Cheaper by the Dozen 2,PG,20th Century Fox,Comedy,7.0
Cheri,R,Miramax,Drama,54.0
Chill Factor,R,Warner Bros.,Action,7.0
Bride of Chucky,R,Universal,Horror,43.0
Seed of Chucky,R,Focus/Rogue Pictures,Horror,32.0
Children of Men,R,Universal,Thriller/Suspense,93.0
Chloe,R,Sony Pictures Classics,Thriller/Suspense,0.0
Love in the Time of Cholera,R,New Line,Drama,27.0
Chocolat,PG-13,Miramax,Drama,62.0
The Children of Huang Shi,R,Sony Pictures Classics,Drama,31.0
Les Choristes,PG-13,Miramax,Drama,0.0
Chairman of the Board,PG-13,Trimark,Comedy,14.0
Chuck&Buck,R,Artisan,Drama,0.0
The Chumscrubber,R,Picturehouse,Drama,34.0
Charlotte's Web,G,Paramount Pictures,Drama,78.0
Cinderella Man,PG-13,Universal,Drama,80.0
A Cinderella Story,PG,Warner Bros.,Romantic Comedy,10.0
City of Angels,PG-13,Warner Bros.,Drama,59.0
A Civil Action,PG-13,Walt Disney Pictures,Drama,61.0
CJ7,PG,Sony Pictures Classics,Comedy,0.0
The Cookout,PG-13,Lionsgate,Comedy,5.0
The Claim,R,MGM,Western,63.0
The Santa Clause 2,G,Walt Disney Pictures,Comedy,0.0
Cold Mountain,R,Miramax,Drama,70.0
Clean,R,Palm Pictures,Drama,0.0
Click,PG-13,Sony Pictures,Comedy,32.0
Code Name: The Cleaner,PG-13,New Line,Comedy,4.0
Welcome to Collinwood,R,Warner Bros.,0,53.0
Closer,R,Sony Pictures,Drama,68.0
Clerks II,R,MGM,Comedy,63.0
Maid in Manhattan,PG-13,Sony Pictures,Romantic Comedy,39.0
It's Complicated,R,Universal,Romantic Comedy,57.0
The Company,PG-13,Sony Pictures,Drama,69.0
Constantine,R,Warner Bros.,Action,46.0
The Contender,R,Dreamworks SKG,Drama,76.0
Die F‰lscher,R,Sony Pictures Classics,Drama,0.0
Control,R,Weinstein Co.,Drama,87.0
Centurion,0,Magnolia Pictures,0,55.0
Coach Carter,PG-13,Paramount Pictures,Drama,65.0
Confessions of a Dangerous Mind,R,Miramax,Drama,79.0
Coco avant Chanel,PG-13,Sony Pictures Classics,Drama,0.0
Code 46,R,MGM,0,0.0
Agent Cody Banks 2: Destination London,PG,MGM,Comedy,0.0
Agent Cody Banks,PG,MGM,Comedy,38.0
Collateral,R,Dreamworks SKG,Action,86.0
College,R,MGM,Comedy,5.0
Company Man,PG-13,0,0,0.0
Come Early Morning,R,IDP/Goldwyn/Roadside,Drama,83.0
Con Air,R,Walt Disney Pictures,Action,57.0
Confidence,R,Lionsgate,Drama,71.0
Conspiracy Theory,R,Warner Bros.,Thriller/Suspense,51.0
Contact,PG,Warner Bros.,Drama,67.0
The Cooler,R,Lionsgate,Drama,77.0
Copying Beethoven,PG-13,MGM,Drama,0.0
Corky Romano,PG-13,Walt Disney Pictures,Comedy,5.0
Coraline,PG,Focus Features,Adventure,89.0
Confessions of a Teenage Drama Queen,PG,Walt Disney Pictures,Comedy,13.0
The Covenant,PG-13,Sony/Screen Gems,Thriller/Suspense,3.0
Cop Land,R,Miramax,Drama,71.0
Couples Retreat,PG-13,Universal,Comedy,12.0
Cradle Will Rock,R,Walt Disney Pictures,Drama,64.0
Crank,R,Lionsgate,Action,61.0
Crash,R,Fine Line,Drama,65.0
The Crazies,R,Overture Films,Horror,71.0
Crazy in Alabama,PG-13,Sony Pictures,Drama,31.0
The Crew,PG-13,Walt Disney Pictures,Comedy,19.0
Cradle 2 the Grave,R,Warner Bros.,Horror,26.0
Crocodile Hunter: Collision Course,PG,MGM,Comedy,0.0
The In Crowd,PG-13,Warner Bros.,Thriller/Suspense,2.0
The Corruptor,R,New Line,Action,48.0
Man cheng jin dai huang jin jia,R,Sony Pictures Classics,Action,0.0
Crash,R,Lionsgate,Drama,75.0
Crossover,PG-13,Sony Pictures,Drama,3.0
Crossroads,PG-13,Paramount Pictures,Drama,14.0
The Count of Monte Cristo,PG-13,Walt Disney Pictures,Drama,74.0
Cruel Intentions,R,Sony Pictures,Drama,47.0
The Cry of the Owl,R,0,Thriller/Suspense,14.0
Cry Wolf,PG-13,Focus/Rogue Pictures,Thriller/Suspense,24.0
Crazy Heart,R,Fox Searchlight,Drama,92.0
crazy/beautiful,PG-13,Walt Disney Pictures,Drama,0.0
The Last Castle,R,Dreamworks SKG,Drama,52.0
Clockstoppers,PG,Paramount Pictures,Adventure,28.0
Catch That Kid,PG,20th Century Fox,Adventure,0.0
Cats & Dogs,PG,Warner Bros.,Comedy,53.0
The City of Your Final Destination,PG-13,Hyde Park Films,Drama,40.0
Cidade de Deus,R,Miramax,Drama,0.0
City of Ghosts,R,MGM,Drama,0.0
City by the Sea,R,Warner Bros.,Drama,48.0
The Cube,0,0,0,0.0
Coyote Ugly,PG-13,Walt Disney Pictures,Drama,21.0
Curious George,G,Universal,Comedy,69.0
Cursed,PG-13,Miramax/Dimension,Horror,0.0
Civil Brand,R,Lionsgate,Drama,0.0
Cloudy with a Chance of Meatballs,PG,Sony Pictures,Comedy,86.0
Charlie Wilson's War,R,Universal,Drama,81.0
Cyrus,R,Fox Searchlight,Comedy,81.0
Daddy Day Camp,PG,Sony Pictures,Comedy,1.0
Daddy Day Care,PG,Sony Pictures,Comedy,28.0
The Black Dahlia,R,Universal,Thriller/Suspense,33.0
Diary of a Mad Black Woman,PG-13,Lionsgate,Drama,16.0
Dance Flick,PG-13,Paramount Pictures,Comedy,17.0
"Dancer, Texas Pop. 81",PG,Sony Pictures,Comedy,80.0
Daredevil,PG-13,20th Century Fox,Action,44.0
Dark City,R,New Line,Thriller/Suspense,77.0
His Dark Materials: The Golden Compass,PG-13,New Line,Adventure,0.0
Donnie Darko,R,Newmarket Films,Drama,84.0
Dark Water,PG-13,Walt Disney Pictures,Thriller/Suspense,46.0
Win a Date with Tad Hamilton!,PG-13,Dreamworks SKG,Romantic Comedy,52.0
Date Movie,PG-13,20th Century Fox,Comedy,6.0
Date Night,PG-13,20th Century Fox,Comedy,67.0
Dawn of the Dead,R,Universal,Horror,76.0
Daybreakers,R,Lionsgate,Thriller/Suspense,0.0
Day of the Dead,R,Warner Bros.,Horror,0.0
The Great Debaters,PG-13,Weinstein Co.,Drama,79.0
Double Jeopardy,R,Paramount Pictures,Action,25.0
Der Baader Meinhof Komplex,R,Vitagraph Films,0,0.0
Deep Blue Sea,R,Warner Bros.,Action,57.0
Drive Me Crazy,PG-13,20th Century Fox,Comedy,26.0
Dave Chappelle's Block Party,R,Focus Features,Documentary,0.0
Dancer in the Dark,R,Fine Line,Musical,68.0
Diary of the Dead,R,Weinstein Co.,Horror,0.0
Dear John,PG-13,Sony/Screen Gems,Drama,28.0
Dear Wendy,Not Rated,WellSpring,Drama,37.0
D.E.B.S.,PG-13,Samuel Goldwyn Films,Action,0.0
Deconstructing Harry,R,Fine Line,Romantic Comedy,70.0
Mr. Deeds,PG-13,Sony Pictures,Comedy,22.0
The Deep End of the Ocean,PG-13,Sony Pictures,Drama,42.0
Deep Rising,R,Walt Disney Pictures,Action,30.0
"Definitely, Maybe",PG-13,Universal,Romantic Comedy,71.0
Death at a Funeral,R,Sony Pictures,Comedy,38.0
DÈj‡ Vu,PG-13,Walt Disney Pictures,Thriller/Suspense,0.0
Delgo,PG,Freestyle Releasing,Adventure,12.0
